Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,AHCSHG206A (2017),AHCSHG206A: Prepare handpiece and downtube for machine shearing (2017),,1,,,,,,2017,,,
,AHCSOL201A (2017),AHCSOL201A: Determine basic properties of soil and/or growing media (2017),,1,,,,,,2017,,,
,AHCSOL301A (2017),AHCSOL301A: Prepare growing media (2017),,1,,,,,,2017,,,
,AHCSOL302A (2017),AHCSOL302A: Construct a soil profile (2017),,1,,,,,,2017,,,
,AHCSOL401A (2017),AHCSOL401A: Sample soils and interpret results (2017),,1,,,,,,2017,,,
,AHCSOL501A (2017),AHCSOL501A: Monitor and manage soils for production (2017),,1,,,,,,2017,,,
,AHCTRF302A (2017),AHCTRF302A: Establish turf (2017),,1,,,,,,2017,,,
,AHCWAT502A (2017),AHCWAT502A: Manage water systems (2017),,1,,,,,,2017,,,
,AHCWOL201A (2017),AHCWOL201A: Pen sheep (2017),,1,,,,,,2017,,,
,AHCWOL202A (2017),AHCWOL202A: Perform board duties (2017),,1,,,,,,2017,,,
,AHCWOL203A (2017),AHCWOL203A: Carry out wool pressing (2017),,1,,,,,,2017,,,
,AHCWRK201A (2017),AHCWRK201A: Observe and report on weather (2017),,1,,,,,,2017,,,
,AHCWRK203A (2017),AHCWRK203A: Operate in isolated and remote situations (2017),,1,,,,,,2017,,,
,AHCWRK204A (2017),AHCWRK204A: Work effectively in the industry (2017),,1,,,,,,2017,,,
,AHCWRK205A (2017),AHCWRK205A: Participate in workplace communications (2017),,1,,,,,,2017,,,
,AHCWRK206A (2017),AHCWRK206A: Observe enterprise quality assurance procedures (2017),,1,,,,,,2017,,,
,AHCWRK207A (2017),AHCWRK207A: Collect and record production data (2017),,1,,,,,,2017,,,
,AHCWRK208A (2017),AHCWRK208A: Provide information on products and services (2017),,1,,,,,,2017,,,
,AHCWRK209A (2017),AHCWRK209A: Participate in environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,AHCWRK302A (2017),AHCWRK302A: Monitor weather conditions (2017),,1,,,,,,2017,,,
,AHCWRK303A (2017),AHCWRK303A: Respond to emergencies (2017),,1,,,,,,2017,,,
,AHCWRK305A (2017),AHCWRK305A: Coordinate work site activities (2017),,1,,,,,,2017,,,
,AHCWRK306A (2017),AHCWRK306A: Comply with industry quality assurance requirements (2017),,1,,,,,,2017,,,
,AHCWRK311A (2017),AHCWRK311A: Conduct site inspections (2017),,1,,,,,,2017,,,
,AHCWRK313A (2017),AHCWRK313A: Implement and monitor environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,AHCWRK401A (2017),AHCWRK401A: Implement and monitor quality assurance procedures (2017),,1,,,,,,2017,,,
,AHCWRK403A (2017),AHCWRK403A: Supervise work routines and staff performance (2017),,1,,,,,,2017,,,
,AHCWRK502A (2017),AHCWRK502A: Collect and manage data (2017),,1,,,,,,2017,,,
,AHCWRK503A (2017),AHCWRK503A: Prepare reports (2017),,1,,,,,,2017,,,
,AHCWRK602A (2017),AHCWRK602A: Lead and manage community or industry organisations (2017),,1,,,,,,2017,,,
,ALB002 (2017),ALB002: Preparation For Entrance Tests (2017),,1,,,,,,2017,,,
,AMPCOR201 (2017),AMPCOR201: Maintain personal equipment (2017),,1,,,,,,2017,,,
,AMPCOR202 (2017),AMPCOR202: Apply hygiene and sanitation practices (2017),,1,,,,,,2017,,,
,AMPCOR203 (2017),AMPCOR203: Comply with Quality Assurance and HACCP requirements (2017),,1,,,,,,2017,,,
,AMPCOR204 (2017),AMPCOR204: Follow safe work policies and procedures (2017),,1,,,,,,2017,,,
,AMPCOR205 (2017),AMPCOR205: Communicate in the workplace (2017),,1,,,,,,2017,,,
,AMPCOR206 (2017),AMPCOR206: Overview the meat industry (2017),,1,,,,,,2017,,,
,AMPR102 (2017),AMPR102: Trim meat for further processing (2017),,1,,,,,,2017,,,
,AMPR103 (2017),AMPR103: Store meat product (2017),,1,,,,,,2017,,,
,AMPR104 (2017),AMPR104: Prepare minced meat and minced meat products (2017),,1,,,,,,2017,,,
,AMPR105 (2017),AMPR105: Provide service to customers (2017),,1,,,,,,2017,,,
,AMPR106 (2017),AMPR106: Process sales transactions (2017),,1,,,,,,2017,,,
,AMPR201 (2017),AMPR201: Break and cut product using a bandsaw (2017),,1,,,,,,2017,,,
,AMPX209 (2017),AMPX209: Sharpen knives (2017),,1,,,,,,2017,,,
,ART139 (2017),ART139: Aerial dance - fitness and body conditioning (2017),,1,,,,,,2017,,,
,AURACA2001 (2017),AURACA2001: Establish relations with customers (2017),,1,,,,,,2017,,,
,AURAEA002 (2017),AURAEA002: Follow environmental and sustainability best practice in an automotive workplace (2017),,1,,,,,,2017,,,
,AURAEA2002 (2017),AURAEA2002: Apply environment and sustainability best practice in an automotive workplace (2017),,1,,,,,,2017,,,
,AURAEA3003 (2017),AURAEA3003: Monitor environmental and sustainability best practice in the automotive mechani (2017),,1,,,,,,2017,,,
,AURAFA2002 (2017),AURAFA2002: Read in an automotive workplace (2017),,1,,,,,,2017,,,
,AURAFA2003 (2017),AURAFA2003: Communicate effectively in an automotive workplace (2017),,1,,,,,,2017,,,
,AURAFA2004 (2017),AURAFA2004: Solve routine problems in an automotive workplace (2017),,1,,,,,,2017,,,
,AURAFA3008 (2017),AURAFA3008: Read and apply automotive repair instructions (2017),,1,,,,,,2017,,,
,AURAMA2001 (2017),AURAMA2001: Work effectively with others (2017),,1,,,,,,2017,,,
,AURAMA3004 (2017),AURAMA3004: Maintain business image (2017),,1,,,,,,2017,,,
,AURASA002 (2017),AURASA002: Follow safe working practices in an automotive workplace (2017),,1,,,,,,2017,,,
,AURASA2002 (2017),AURASA2002: Apply safe working practices in an automotive workplace (2017),,1,,,,,,2017,,,
,AURATA2001 (2017),AURATA2001: Identify basic automotive faults using troubleshooting processes (2017),,1,,,,,,2017,,,
,AURC270103A (2017),AURC270103A: Apply safe working practices (2017),,1,,,,,,2017,,,
,AURC270789A (2017),AURC270789A: Communicate effectively in the workplace (2017),,1,,,,,,2017,,,
,AURC359554A (2017),AURC359554A: Provide technical guidance (2017),,1,,,,,,2017,,,
,AURC361230A (2017),AURC361230A: Inspect technical quality of work (2017),,1,,,,,,2017,,,
,AURC365722A (2017),AURC365722A: Estimate complex jobs (2017),,1,,,,,,2017,,,
,AURE218708A (2017),AURE218708A: Carry out repairs to single electrical circuits (2017),,1,,,,,,2017,,,
,AURE318866A (2017),AURE318866A: Repair electrical systems (2017),,1,,,,,,2017,,,
,AURE319166A (2017),AURE319166A: Repair charging systems (2017),,1,,,,,,2017,,,
,AURE319166B (2017),AURE319166B: Repair charging systems (2017),,1,,,,,,2017,,,
,AURE319266A (2017),AURE319266A: Repair starting systems (2017),,1,,,,,,2017,,,
,AURE319266B (2017),AURE319266B: Repair starting systems (2017),,1,,,,,,2017,,,
,AURE321171A (2017),AURE321171A: Service and repair electronic spark ignition engine management systems (2017),,1,,,,,,2017,,,
,AURE321271A (2017),AURE321271A: Service and repair electronic drive management systems (2017),,1,,,,,,2017,,,
,AURE321371A (2017),AURE321371A: Service and repair electronic body management systems (2017),,1,,,,,,2017,,,
,AURE321471A (2017),AURE321471A: Service and repair electronically controlled antilock braking systems (2017),,1,,,,,,2017,,,
,AURE321571A (2017),AURE321571A: Service and repair electronically operated traction control systems (2017),,1,,,,,,2017,,,
,AURE321671A (2017),AURE321671A: Service and repair electronically operated stability control systems (2017),,1,,,,,,2017,,,
,AURE321771A (2017),AURE321771A: Service and repair electronic compression ignition engine management systems (2017),,1,,,,,,2017,,,
,AURETD3001 (2017),AURETD3001: Service and repair electronically controlled steering systems (2017),,1,,,,,,2017,,,
,AURETH3001 (2017),AURETH3001: Depower battery electric vehicles (2017),,1,,,,,,2017,,,
,AURETK2002 (2017),AURETK2002: Use and maintain automotive electrical test equipment (2017),,1,,,,,,2017,,,
,AURETR2005 (2017),"AURETR2005: Install, test and repair electrical security systems and components (2017)",,1,,,,,,2017,,,
,AURETR2006 (2017),AURETR2006: Carry out soldering of electrical wiring and circuits (2017),,1,,,,,,2017,,,
,AURETR2007 (2017),AURETR2007: Demonstrate knowledge of automotive electrical circuits and wiring systems (2017),,1,,,,,,2017,,,
,AURETR2009 (2017),"AURETR2009: Install, test and repair vehicle lighting and wiring systems (2017)",,1,,,,,,2017,,,
,AURETR2010 (2017),"AURETR2010: Fabricate, test and repair wiring harnesses and looms (2017)",,1,,,,,,2017,,,
,AURETR2011 (2017),AURETR2011: Install and test basic ancillary electrical components (2017),,1,,,,,,2017,,,
,AURETR2012 (2017),AURETR2012: Test and repair basic electrical circuits (2017),,1,,,,,,2017,,,
,AURETR2016 (2017),AURETR2016: Read and apply vehicle wiring schematics and drawings (2017),,1,,,,,,2017,,,
,AURETR2035 (2017),AURETR2035: Demonstrate knowledge of petrol and diesel engine operation (2017),,1,,,,,,2017,,,
,AURETR2042 (2017),"AURETR2042: Remove, refit and test electrical componentry for operation following body repai (2017)",,1,,,,,,2017,,,
,AURETR3017 (2017),AURETR3017: Overhaul charging system alternators (2017),,1,,,,,,2017,,,
,AURETR3018 (2017),AURETR3018: Overhaul starting motors (2017),,1,,,,,,2017,,,
,AURETR3022 (2017),AURETR3022: Diagnose and repair vehicle dynamic control systems (2017),,1,,,,,,2017,,,
,AURETR3023 (2017),AURETR3023: Diagnose and repair electronic spark ignition engine management systems (2017),,1,,,,,,2017,,,
,AURETR3024 (2017),AURETR3024: Diagnose and repair electronic compression ignition engine management systems (2017),,1,,,,,,2017,,,
,AURETR3025 (2017),"AURETR3025: Test, charge and replace batteries (2017)",,1,,,,,,2017,,,
,AURETR3026 (2017),"AURETR3026: Remove, replace and program electrical and electronic units and assemblies (2017)",,1,,,,,,2017,,,
,AURETR3027 (2017),AURETR3027: Install ancillary electronic control unit systems and components (2017),,1,,,,,,2017,,,
,AURETR3028 (2017),AURETR3028: Diagnose and repair instruments and warning systems (2017),,1,,,,,,2017,,,
,AURETR3029 (2017),AURETR3029: Diagnose and repair charging systems (2017),,1,,,,,,2017,,,
,AURETR3030 (2017),AURETR3030: Diagnose and repair starting systems (2017),,1,,,,,,2017,,,
,AURETR3031 (2017),AURETR3031: Diagnose and repair ignition systems (2017),,1,,,,,,2017,,,
,AURETR3032 (2017),AURETR3032: Repair electrical systems (2017),,1,,,,,,2017,,,
,AURETR3043 (2017),AURETR3043: Service and repair electronic body management systems (2017),,1,,,,,,2017,,,
,AURETR3044 (2017),AURETR3044: Service and repair electronic drive management systems (2017),,1,,,,,,2017,,,
,AURETU2001 (2017),AURETU2001: Install air conditioning systems (2017),,1,,,,,,2017,,,
,AURETU2003 (2017),AURETU2003: Service air conditioning and HVAC systems (2017),,1,,,,,,2017,,,
,AURETU3004 (2017),AURETU3004: Diagnose and repair air conditioning and HVAC systems (2017),,1,,,,,,2017,,,
,AURETU3005 (2017),AURETU3005: Retrofit and modify air conditioning and HVAC systems (2017),,1,,,,,,2017,,,
,AURETU4007 (2017),AURETU4007: Overhaul air conditioning system components (2017),,1,,,,,,2017,,,
,AURHTB3001 (2017),AURHTB3001: Repair air braking systems (2017),,1,,,,,,2017,,,
,AURHTB3002 (2017),AURHTB3002: Diagnose and repair heavy vehicle hydraulic braking systems (2017),,1,,,,,,2017,,,
,AURHTD3002 (2017),AURHTD3002: Repair steering systems (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTD3003 (2017),AURHTD3003: Repair suspension systems (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTE2001 (2017),AURHTE2001: Remove and install heavy vehicle engine assemblies (2017),,1,,,,,,2017,,,
,AURHTE3002 (2017),AURHTE3002: Repair engines and associated engine components (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTJ2003 (2017),"AURHTJ2003: Remove, inspect, and refit heavy vehicle wheel assemblies (2017)",,1,,,,,,2017,,,
,AURHTJ2006 (2017),"AURHTJ2006: Remove, inspect, repair and fit tyres and tubes (heavy) (2017)",,1,,,,,,2017,,,
,AURHTQ3002 (2017),AURHTQ3002: Repair final drive assemblies (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTQ3003 (2017),AURHTQ3003: Repair final drive driveline (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTX3001 (2017),AURHTX3001: Repair transmissions manual (heavy vehicle) (2017),,1,,,,,,2017,,,
,AURHTX3004 (2017),AURHTX3004: Diagnose and repair heavy vehicle clutch systems (2017),,1,,,,,,2017,,,
,AURHTZ3001 (2017),AURHTZ3001: Diagnose and repair heavy vehicle emission control systems (2017),,1,,,,,,2017,,,
,AURJTB3001 (2017),AURJTB3001: Diagnose and repair motorcycle braking systems (2017),,1,,,,,,2017,,,
,AURJTD3003 (2017),AURJTD3003: Diagnose and repair motorcycle suspension systems (2017),,1,,,,,,2017,,,
,AURJTD3004 (2017),AURJTD3004: Diagnose and repair motorcycle steering systems (2017),,1,,,,,,2017,,,
,AURJTE3001 (2017),AURJTE3001: Diagnose and repair motorcycle engines (2017),,1,,,,,,2017,,,
,AURJTJ2001 (2017),"AURJTJ2001: Remove, inspect and fit motorcycle wheel assemblies (2017)",,1,,,,,,2017,,,
,AURJTQ3002 (2017),AURJTQ3002: Diagnose and repair motorcycle driveline systems (2017),,1,,,,,,2017,,,
,AURJTX3001 (2017),AURJTX3001: Diagnose and repair motorcycle clutch systems (2017),,1,,,,,,2017,,,
,AURJTX3002 (2017),AURJTX3002: Diagnose and repair motorcycle manual transmissions (2017),,1,,,,,,2017,,,
,AURKTA3005 (2017),"AURKTA3005: Inspect, service and repair tracked type drive and support systems (2017)",,1,,,,,,2017,,,
,AURKTB3001 (2017),AURKTB3001: Diagnose and repair mobile plant braking systems (2017),,1,,,,,,2017,,,
,AURKTD3001 (2017),AURKTD3001: Diagnose and repair mobile plant suspension systems (2017),,1,,,,,,2017,,,
,AURKTD3002 (2017),AURKTD3002: Diagnose and repair mobile plant steering systems (2017),,1,,,,,,2017,,,
,AURKTQ3001 (2017),AURKTQ3001: Diagnose and repair mobile plant final drive assemblies (2017),,1,,,,,,2017,,,
,AURKTX3001 (2017),AURKTX3001: Diagnose and repair powershift transmissions (2017),,1,,,,,,2017,,,
,AURLTB3003 (2017),AURLTB3003: Diagnose and repair light vehicle hydraulic braking systems (2017),,1,,,,,,2017,,,
,AURLTD3004 (2017),AURLTD3004: Repair steering systems (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTD3005 (2017),AURLTD3005: Repair suspension systems (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTD3006 (2017),AURLTD3006: Carry out wheel alignment operations (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTE2001 (2017),AURLTE2001: Remove and install light vehicle engine assemblies (2017),,1,,,,,,2017,,,
,AURLTE3002 (2017),AURLTE3002: Repair engines and associated engine components (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTJ2001 (2017),AURLTJ2001: Select tyres and rims for specific applications (light) (2017),,1,,,,,,2017,,,
,AURLTJ2002 (2017),"AURLTJ2002: Remove, inspect, repair and fit tyres and tubes (light) (2017)",,1,,,,,,2017,,,
,AURLTJ2003 (2017),"AURLTJ2003: Remove, inspect, and refit light vehicle wheel assemblies (2017)",,1,,,,,,2017,,,
,AURLTQ3001 (2017),AURLTQ3001: Repair final drive assemblies (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTQ3002 (2017),AURLTQ3002: Repair final drive – driveline (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTX3001 (2017),AURLTX3001: Repair transmissions manual (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTX3002 (2017),AURLTX3002: Repair transmissions - automatic (light vehicle) (2017),,1,,,,,,2017,,,
,AURLTX3003 (2017),AURLTX3003: Diagnose and repair light vehicle clutch systems (2017),,1,,,,,,2017,,,
,AURLTZ3001 (2017),AURLTZ3001: Diagnose and repair light vehicle emission control systems (2017),,1,,,,,,2017,,,
,AURMDA2002 (2017),AURMDA2002: Assist with motorsport officiating duties (2017),,1,,,,,,2017,,,
,AURMMA3008 (2017),AURMMA3008: Coordinate operations of a motorsport team (2017),,1,,,,,,2017,,,
,AURMMA4002 (2017),AURMMA4002: Manage the preparation of a competition vehicle (2017),,1,,,,,,2017,,,
,AURMTA3002 (2017),AURMTA3002: Assemble and prepare a competition vehicle (2017),,1,,,,,,2017,,,
,AURMTA3004 (2017),AURMTA3004: Perform competition vehicle preparation procedures at an event (2017),,1,,,,,,2017,,,
,AURMTA3005 (2017),AURMTA3005: Perform pit lane and service area operations (2017),,1,,,,,,2017,,,
,AURMTA3006 (2017),AURMTA3006: Perform torquing and fastening (2017),,1,,,,,,2017,,,
,AURMTA3007 (2017),AURMTA3007: Conduct non-destructive testing (2017),,1,,,,,,2017,,,
,AURPTA2003 (2017),AURPTA2003: Service and repair rotary cutting systems (2017),,1,,,,,,2017,,,
,AURPTA2004 (2017),AURPTA2004: Service and repair drum cutting systems (2017),,1,,,,,,2017,,,
,AURPTA2005 (2017),AURPTA2005: Service and repair chainsaw cutting systems (2017),,1,,,,,,2017,,,
,AURPTA2006 (2017),AURPTA2006: Service line trimming systems and components (2017),,1,,,,,,2017,,,
,AURPTA2007 (2017),AURPTA2007: Service and repair post-boring systems (2017),,1,,,,,,2017,,,
,AURPTA2008 (2017),AURPTA2008: Service and repair post-hole digging systems (2017),,1,,,,,,2017,,,
,AURPTA2009 (2017),AURPTA2009: Service and repair reciprocating cutting systems (2017),,1,,,,,,2017,,,
,AURPTA2010 (2017),AURPTA2010: Service pumping systems (2017),,1,,,,,,2017,,,
,AURPTA3011 (2017),AURPTA3011: Repair pumping systems (2017),,1,,,,,,2017,,,
,AURPTE2002 (2017),AURPTE2002: Service engines and engine components (outdoor power equipment) (2017),,1,,,,,,2017,,,
,AURPTE3003 (2017),AURPTE3003: Repair engines and engine components (outdoor power equipment) (2017),,1,,,,,,2017,,,
,AURPTE4004 (2017),AURPTE4004: Overhaul engines and engine components (outdoor power equipment) (2017),,1,,,,,,2017,,,
,AURPTR3001 (2017),AURPTR3001: Test and service 240V portable generators (2017),,1,,,,,,2017,,,
,AURSAA2001 (2017),AURSAA2001: Process customer complaints (2017),,1,,,,,,2017,,,
,AURSCA2001 (2017),AURSCA2001: Select automotive parts and products (2017),,1,,,,,,2017,,,
,AURSCA2002 (2017),AURSCA2002: Present stock and sales area (2017),,1,,,,,,2017,,,
,AURSCA2005 (2017),AURSCA2005: Sell products (2017),,1,,,,,,2017,,,
,AURSCA2006 (2017),AURSCA2006: Promote products and services (2017),,1,,,,,,2017,,,
,AURSLA2001 (2017),AURSLA2001: Apply legal requirements relating to product sales (2017),,1,,,,,,2017,,,
,AURT201164A (2017),AURT201164A: Remove and install engine assemblies (2017),,1,,,,,,2017,,,
,AURT202166A (2017),AURT202166A: Repair cooling systems (2017),,1,,,,,,2017,,,
,AURT202166B (2017),AURT202166B: Repair cooling systems (2017),,1,,,,,,2017,,,
,AURT202170A (2017),AURT202170A: Inspect and service cooling systems (2017),,1,,,,,,2017,,,
,AURT206670A (2017),AURT206670A: Inspect and service transmissions (manual) (2017),,1,,,,,,2017,,,
,AURT207170A (2017),AURT207170A: Inspect and service transmissions (automatic) (2017),,1,,,,,,2017,,,
,AURT210170A (2017),AURT210170A: Inspect and service braking systems (2017),,1,,,,,,2017,,,
,AURT211170A (2017),AURT211170A: Inspect and service air braking systems (2017),,1,,,,,,2017,,,
,AURT212670A (2017),AURT212670A: Service final drive assemblies (2017),,1,,,,,,2017,,,
,AURT213170A (2017),AURT213170A: Service final drive (driveline) (2017),,1,,,,,,2017,,,
,AURT215170A (2017),AURT215170A: Inspect and service steering systems (2017),,1,,,,,,2017,,,
,AURT216170A (2017),AURT216170A: Inspect and service suspension systems (2017),,1,,,,,,2017,,,
,AURT217665A (2017),"AURT217665A: Remove, fit and inspect wheel assemblies (2017)",,1,,,,,,2017,,,
,AURT217966A (2017),"AURT217966A: Remove, inspect, repair and fit tyres and tubes (heavy) (2017)",,1,,,,,,2017,,,
,AURT222631A (2017),AURT222631A: Install air conditioning systems (2017),,1,,,,,,2017,,,
,AURT222670A (2017),AURT222670A: Service air conditioning systems (2017),,1,,,,,,2017,,,
,AURT225667A (2017),AURT225667A: Use and maintain measuring equipment (2017),,1,,,,,,2017,,,
,AURT270278A (2017),AURT270278A: Use and maintain workplace tools and equipment (2017),,1,,,,,,2017,,,
,AURT303166A (2017),AURT303166A: Repair petrol fuel systems (2017),,1,,,,,,2017,,,
,AURT303666A (2017),AURT303666A: Repair diesel fuel systems (2017),,1,,,,,,2017,,,
,AURT306170A (2017),"AURT306170A: Inspect, service and/or repair clutch assemblies and associated operating system (2017)",,1,,,,,,2017,,,
,AURT310166A (2017),AURT310166A: Repair hydraulic braking systems (2017),,1,,,,,,2017,,,
,AURT311166A (2017),AURT311166A: Repair air braking systems (2017),,1,,,,,,2017,,,
,AURT322666A (2017),AURT322666A: Repair/retrofit air conditioning systems (2017),,1,,,,,,2017,,,
,AURT365508A (2017),AURT365508A: Carry out vehicle safety/roadworthy inspection (2017),,1,,,,,,2017,,,
